Price,Adj Close,Close,High,Low,Open,Volume,20_SMA,50_SMA,ATR,ADX,Regime
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,,
Date,,,,,,,,,,,
2020-07-02,10551.7001953125,10551.7001953125,10598.2001953125,10485.5498046875,10493.0498046875,597400,10182.39267578125,9678.48103515625,179.61446707589286,29.10098271723673,Trending
2020-07-03,10607.349609375,10607.349609375,10631.2998046875,10562.650390625,10614.9501953125,525200,10205.65263671875,9706.88203125,169.01799665178572,31.048405403153158,Trending
2020-07-06,10763.650390625,10763.650390625,10811.400390625,10695.099609375,10723.849609375,571200,10235.462646484375,9735.87703125,154.63588169642858,33.31272685657479,Trending
2020-07-07,10799.650390625,10799.650390625,10813.7998046875,10689.7001953125,10802.849609375,636800,10273.112646484375,9768.78203125,151.37158203125,36.47933818945478,Trending
2020-07-08,10705.75,10705.75,10847.849609375,10676.5498046875,10818.650390625,767900,10302.592626953125,9797.25103515625,144.59654017857142,39.57314553383463,Trending
2020-07-09,10813.4501953125,10813.4501953125,10836.849609375,10733.0,10755.5498046875,618700,10348.16513671875,9825.90203125,137.74651227678572,42.475180718855874,Trending
2020-07-10,10768.0498046875,10768.0498046875,10819.400390625,10713.0,10764.099609375,590700,10387.922607421875,9850.19603515625,137.05719866071428,44.203005106151394,Trending
2020-07-13,10802.7001953125,10802.7001953125,10894.0498046875,10756.0498046875,10851.849609375,554100,10437.372607421876,9869.05203125,133.84647042410714,46.33596683725566,Trending
2020-07-14,10607.349609375,10607.349609375,10755.650390625,10562.900390625,10750.849609375,532400,10472.040087890626,9895.3290234375,128.24288504464286,45.80199076720644,Trending
2020-07-15,10618.2001953125,10618.2001953125,10827.4501953125,10577.75,10701.0,715900,10508.892578125,9923.58103515625,134.12862723214286,47.56290748026085,Trending
2020-07-16,10739.9501953125,10739.9501953125,10755.2998046875,10595.2001953125,10706.2001953125,694400,10541.307568359374,9952.96203125,138.521484375,49.60432434946968,Trending
2020-07-17,10901.7001953125,10901.7001953125,10933.4501953125,10749.650390625,10752.0,676900,10574.17255859375,9987.0150390625,143.48214285714286,53.54197708912985,Trending
2020-07-20,11022.2001953125,11022.2001953125,11037.900390625,10953.0,10999.4501953125,554300,10609.72255859375,10022.42904296875,139.99644252232142,57.28485647477252,Trending
